reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-49.0747,0.784,719,1.378,2.619,4558,4558,5140,582,0,0,0,0.0,0,0,2.5288,7.54,2.9778,5.8333,536.566,659.0,56,0,0,A1,138.0,2206.0,0,3,0,W_A0A1_1,78.0,1234.0,0.0028,1,2026-05-28T04:02:51.475768,,,,,,,,,,,,
-50.9401,0.7683,719,2.7995,3.8095,4601,4601,5354,753,0,0,0,0.0,0,0,2.5097,16.6492,2.9632,5.9286,587.5688,753.0,139,0,0,A1,155.0,1949.0,0,3,0,W_A0A1_1,89.0,1320.0,0.0031,2,2026-05-28T04:07:23.398753,,,,,,,,,,,,
-42.9604,0.753,719,1.6719,3.5476,4733,4733,5437,704,0,0,0,0.0,0,0,2.006,7.8359,2.7431,5.8095,580.3727,760.0,111,0,0,A2,121.0,4293.0,0,13,0,A1A2_0,62.0,1781.0,0.0025,3,2026-05-28T04:11:53.953580,,,,,,,,,,,,
-43.414,0.7379,719,0.4928,1.5952,4640,4640,5267,627,0,0,0,0.0,0,0,2.5228,14.5666,2.4247,5.4524,500.7357,627.0,43,0,0,A1,157.0,2958.0,1,23,1,W_A0A1_1,95.0,2204.0,0.0034,4,2026-05-28T04:15:37.337581,,,,,,,,,,,,
-52.1649,0.7231,719,1.9131,3.2143,4664,4664,5389,725,0,0,0,0.0,0,0,2.6869,20.5661,2.7386,6.5952,597.3672,725.0,73,0,0,A2,161.0,3868.0,0,33,0,A1A2_1,87.0,1773.0,0.0056,5,2026-05-28T04:23:35.574168,-24.0136,0.0,0.5377,1.1429,5291.0,0.0,0.0,0.0,1.1567,3.4795,1.5412,3.0952
-50.5714,0.7087,719,0.9224,2.119,4771,4771,5480,709,0,0,0,0.0,0,0,2.6768,14.0147,2.7002,5.9524,551.6176,794.0,126,0,0,A1,177.0,3318.0,0,18,0,W_A0A1_1,125.0,2364.0,0.0065,6,2026-05-28T04:27:31.625876,,,,,,,,,,,,
-40.889,0.6945,719,0.9205,1.9048,4739,4739,5443,704,0,0,0,0.0,0,0,2.0208,8.5653,2.5309,5.619,550.8623,743.0,75,0,0,A2,150.0,2364.0,1,23,1,A1A2_1,79.0,1524.0,0.0071,7,2026-05-28T04:31:39.045563,,,,,,,,,,,,
-36.8582,0.6806,719,3.4284,3.9286,4773,4773,5520,747,0,0,0,0.0,0,0,1.6885,6.6523,2.4122,4.881,568.1307,764.0,12,0,0,A2,115.0,2373.0,0,13,1,A1A2_1,63.0,1474.0,0.0087,8,2026-05-28T04:35:43.890999,,,,,,,,,,,,
-40.7478,0.667,719,1.8117,3.119,4748,4748,5486,738,0,0,0,0.0,0,0,1.8849,5.2008,2.581,5.2619,578.7983,815.0,89,0,0,A1,112.0,1701.0,0,33,0,W_A0A1_1,76.0,807.0,0.0094,9,2026-05-28T04:39:57.720590,,,,,,,,,,,,
-38.5306,0.6537,719,1.1684,2.7857,4766,4766,5455,689,0,0,0,0.0,0,0,1.8587,10.1363,2.4576,5.0476,560.4353,742.0,63,0,0,A1,154.0,3410.0,1,13,1,W_A0A1_1,81.0,1891.0,0.0099,10,2026-05-28T04:47:19.077189,-31.3618,0.0,0.3294,0.881,5162.0,0.0,0.0,0.0,1.6172,18.6368,1.7897,4.8571
